idx,x,y,yaw,frame_id
0,-32.77547716,20.43987948,-0.43808032,map
1,-32.39188888,20.26019235,-0.26798661,map
2,-31.81948348,20.17737152,0.00356564,map
3,-31.36464363,20.26385515,0.22471117,map
4,-30.92261616,20.38236976,0.41872307,map
5,-30.46289735,20.66516996,0.60555597,map
6,-30.09774422,20.95344875,0.88367212,map
7,-29.84790261,21.41469480,1.07144961,map
8,-29.63649817,21.79906651,1.12469078,map
9,-29.42509373,22.29874973,1.11695233,map
10,-29.25212646,22.58702851,1.14416883,map
11,-29.13681495,22.93296305,1.21604719,map
12,-28.99915693,23.26995506,1.03907226,map
13,-28.75244324,23.58639495,0.71111122,map
14,-28.42974750,23.76048004,0.48886369,map
15,-28.06707867,23.95096054,0.40767934,map
16,-27.64563407,24.09911898,0.18092263,map
17,-27.29772458,24.09169300,-0.00346504,map
18,-26.86192536,24.09640339,-0.01225960,map
19,-26.48629082,24.08174465,-0.09307592,map
20,-26.13973345,24.02898992,-0.16939881,map
21,-25.80494595,23.96520880,-0.09219731,map
22,-25.44375715,23.96464035,-0.16120624,map
23,-25.06387126,23.84469719,-0.32952676,map
24,-24.79178953,23.74166990,-0.38906909,map
25,-24.47881284,23.60484247,-0.53589144,map
26,-24.20654954,23.39412017,-0.74851861,map
27,-23.99330629,23.15388786,-1.00155555,map
28,-23.89046609,22.90016101,-1.28065429,map
29,-23.81713592,22.56383576,-1.40243460,map
30,-23.77413137,22.21572134,-1.48885082,map
31,-23.75559493,21.81451854,-1.43928756,map
32,-23.66877022,21.41917325,-1.35254926,map
33,-23.59462444,21.08870552,-1.18637059,map
34,-23.41845408,20.80042674,-0.80126985,map
35,-23.09814432,20.57620991,-0.52391935,map
36,-22.69775712,20.38402406,-0.36120376,map
37,-22.37744736,20.30394662,-0.22082877,map
38,-21.91299822,20.20785369,-0.17367120,map
39,-21.46456456,20.14379174,-0.08340136,map
40,-21.15496448,20.14448565,0.11515587,map
41,-20.77930928,20.22305357,0.27178903,map
42,-20.29543394,20.38402406,0.34379533,map
43,-19.92707772,20.52816345,0.41106455,map
44,-19.67082991,20.65628735,0.39199965,map
45,-19.40299351,20.74481690,0.28177187,map
46,-19.06224137,20.83245772,0.38737395,map
47,-18.67786966,21.04065906,0.54463134,map
48,-18.41129374,21.22676446,0.53284389,map
49,-18.05326564,21.40901528,0.38117678,map
50,-17.63686295,21.53713918,0.22679885,map
51,-17.01225892,21.64924760,0.12246106,map
52,-16.59585624,21.66526309,0.00000000,map
53,-16.22750002,21.64924760,-0.21243202,map
54,-15.77906636,21.48909272,-0.35662014,map
55,-15.41071014,21.34495333,-0.35662014,map
56,-14.96227648,21.18479845,-0.33108722,map
57,-14.59376685,21.06413717,-0.38044488,map
58,-14.26011085,20.90398229,-0.36314701,map
59,-13.92645485,20.81055861,-0.27829966,map
60,-13.60614510,20.71713493,-0.37690927,map
61,-13.28583534,20.55698005,-0.36314701,map
62,-12.93883310,20.46355637,-0.25933174,map
63,-12.63186958,20.38347893,-0.27300870,map
64,-12.27152111,20.27670901,-0.33473684,map
65,-12.01794255,20.16993909,-0.35031421,map
66,-11.57751663,20.02313045,-0.30288487,map
67,-11.16378319,19.90301429,-0.31682449,map
68,-10.76339600,19.75620566,-0.32175055,map
69,-10.36300880,19.63608950,-0.32175055,map
70,-9.92258288,19.47593462,-0.32682665,map
71,-9.57558065,19.36916470,-0.35734106,map
